Product Name,Rating,Reviews,cluster_id
BLU Dash C Music-US GSM - Unlocked Cell Phone (Yellow),5,excelente,2
BLU Dash C Music-US GSM - Unlocked Cell Phone (Yellow),4,"The phone is good. However, the battery drains out too fast.",3
BLU Dash J Unlocked Phone - Retail Packaging - Black,1,It was slow not what i expected small screen operating system sucked couldnt do much with it,0
BLU Dash J Unlocked Phone - Retail Packaging - Black,1,"it is an awful phone, i suggest never buying this",1
BLU Dash J Unlocked Phone - Retail Packaging - Black,5,Muy bueno,2
BLU Dash J Unlocked Phone - Retail Packaging - Black,5,"Looks and feels amazing. I bought this to be used while travelling internationally. Slightly slow on connection, but a steal for <$50. Waiting to try this during my upcoming trip to India.",3
BLU Dash J Unlocked Phone - Retail Packaging - Green,5,Good phone very new works great,0
BLU Dash J Unlocked Phone - Retail Packaging - Green,5,Muy bueno,1
BLU Dash J Unlocked Phone - Retail Packaging - Green,1,This is a horrible phone,2
BLU Dash J Unlocked Phone - Retail Packaging - Green,2,"A little disappointing, doesn't have any memory you need to spend the extra money and upgrade with either an SD Card or upgrade the phone. A little bulkier then what you think it should be and the graphics on the phone are a D grade.",3
BLU Dash J Unlocked Phone - Retail Packaging - Pink,5,Good phone very new works great,0
BLU Dash J Unlocked Phone - Retail Packaging - Pink,1,"it is an awful phone, i suggest never buying this",1
BLU Dash J Unlocked Phone - Retail Packaging - Pink,5,Muy bueno,2
BLU Dash J Unlocked Phone - Retail Packaging - Pink,1,poor volume very hard to hear,3
BLU Dash J Unlocked Phone - Retail Packaging - White,5,"Looks and feels amazing. I bought this to be used while travelling internationally. Slightly slow on connection, but a steal for <$50. Waiting to try this during my upcoming trip to India.",0
BLU Dash J Unlocked Phone - Retail Packaging - White,1,Horrible will never buy again,1
BLU Dash J Unlocked Phone - Retail Packaging - White,5,Muy bueno,2
BLU Dash J Unlocked Phone - Retail Packaging - White,1,"Phone does not work, no one can hear me talking and i can barely hear anyone I'm talking to. The phone is very slow and has issues. I guess if you buy a 30 dollar phone, you can't really expect much more.",3
BLU Dash JR 4.0 D142 Unlocked Dual Sim Phone - Blue,1,Stop working 2nd day. I return.,0
BLU Dash JR 4.0 D142 Unlocked Dual Sim Phone - Blue,5,excelente,1
BLU Dash JR 4.0 D142 Unlocked Dual Sim Phone - Blue,1,Very Poor Quality! I havent used it after i bought and when i just open it and set up i cant open the windows! i wanted to return to get money back or replace with something it wont let me!!!!!,2
BLU Dash JR 4.0 D142 Unlocked Dual Sim Phone - Blue,5,I like this phone very much it's very comportable and ligth.it works very well.,3
BLU Dash JR 4.0 K Smartphone - Unlocked - Blue,5,excelente producto,0
BLU Dash JR 4.0 K Smartphone - Unlocked - Blue,5,excelente,1
BLU Dash JR 4.0 K Smartphone - Unlocked - Blue,1,This phone is garbage its not worth the money after a while the phone starts acting up on its own.,2
BLU Dash JR 4.0 K Smartphone - Unlocked - Blue,4,great phone for the price.,3
BLU Dash JR 4.0 K Smartphone - Unlocked - Silver,1,Not a good phone,0
BLU Dash JR 4.0 K Smartphone - Unlocked - Silver,4,Excelente product,1
BLU Dash JR 4.0 K Smartphone - Unlocked - Silver,5,excelente,2
BLU Dash JR 4.0 K Smartphone - Unlocked - Silver,4,great phone for the price.,3
BLU Dash JR 4.0 K Smartphone - Unlocked - White,5,excelente,0
BLU Dash JR 4.0 K Smartphone - Unlocked - White,5,excelente producto,1
BLU Dash JR 4.0 K Smartphone - Unlocked - White,4,great phone for the price.,2
BLU Dash JR 4.0 K Smartphone - Unlocked - White,1,This phone is garbage its not worth the money after a while the phone starts acting up on its own.,3
"BLU Dash JR 4.0K Android 4.2, 2MP - Unlocked (Silver)",5,excelente,0
"BLU Dash JR 4.0K Android 4.2, 2MP - Unlocked (Silver)",4,Excelente product,1
"BLU Dash JR 4.0K Android 4.2, 2MP - Unlocked (Silver)",4,a good phone,2
"BLU Dash JR 4.0K Android 4.2, 2MP - Unlocked (Silver)",1,This phone is garbage its not worth the money after a while the phone starts acting up on its own.,3
BLU Dash JR D140 Unlocked Dual Sim Phone (Yellow),3,"I didn't use it here in US but sent it to Africa. The person I sent it to has a lots of complain about it. Really unlocked but to put the sims card can not be done by lay man, must be done by computer literate. It worth its money.",0
BLU Dash JR D140 Unlocked Dual Sim Phone (Yellow),5,excelente,1
BLU Dash JR D140 Unlocked Dual Sim Phone (Yellow),2,"Poor quality, slow, freezes a lot and I've had a LOT of returns for this phone.",2
BLU Dash JR D140 Unlocked Dual Sim Phone (Yellow),5,excellent product delivery very happy time. I recommend,3
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Cell Phone - Gold,5,Great phone for the money! Its short on memory but I added an 8gb SD card for some extra app storage.,0
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Cell Phone - Gold,5,Excelente,1
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Cell Phone - Gold,5,"good little phone, great bang for the buck with the Android OS and the analog TV receiver(lol) built in but the rest of the phone worked well for a starter phone",2
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Cell Phone - Gold,5,exelent product,3
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Cell Phone - White/Blue,4,"4 stars because it's a little better than I expected. It's got two SIM card slots so yours should probably fit. The camera is bad, the screen becomes white or reflective if you're not looking at it head on, and there's almost zero device memory( I downloaded three apps) although you can use an sd card.Typing without Swype is hard because the touchscreen isn't very precise, and you have to download Swype, because I didn't see it already there.The ear buds it came with are unusable.Pros:I like the phones designService is ok.(at&t)It's a full on Android, so you can use the phone as a mobile hotspot, which I was not expecting.It came with a screen protector, wall plug, charger, and ear buds.Battery life is great.All in all pretty good. For the price it's a pretty good phone. I don't use my phone a lot, but mostly for texting and tethering, which this does. The last phone I had was the galaxy s3 which would not hold a charge. This is just aa short term phone for me, but I could probably use it long term with an sd card, since I use my iPod more.This is no galaxy phone, but it gets the job done at an ok price.",0
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Cell Phone - White/Blue,5,Excelente,1
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Cell Phone - White/Blue,5,"good little phone, great bang for the buck with the Android OS and the analog TV receiver(lol) built in but the rest of the phone worked well for a starter phone",2
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Cell Phone - White/Blue,5,exelent product,3
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black,4,"4 stars because it's a little better than I expected. It's got two SIM card slots so yours should probably fit. The camera is bad, the screen becomes white or reflective if you're not looking at it head on, and there's almost zero device memory( I downloaded three apps) although you can use an sd card.Typing without Swype is hard because the touchscreen isn't very precise, and you have to download Swype, because I didn't see it already there.The ear buds it came with are unusable.Pros:I like the phones designService is ok.(at&t)It's a full on Android, so you can use the phone as a mobile hotspot, which I was not expecting.It came with a screen protector, wall plug, charger, and ear buds.Battery life is great.All in all pretty good. For the price it's a pretty good phone. I don't use my phone a lot, but mostly for texting and tethering, which this does. The last phone I had was the galaxy s3 which would not hold a charge. This is just aa short term phone for me, but I could probably use it long term with an sd card, since I use my iPod more.This is no galaxy phone, but it gets the job done at an ok price.",0
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black,5,Excelente,1
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black,5,"good little phone, great bang for the buck with the Android OS and the analog TV receiver(lol) built in but the rest of the phone worked well for a starter phone",2
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black,5,Exelen,3
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black/Orange,4,"4 stars because it's a little better than I expected. It's got two SIM card slots so yours should probably fit. The camera is bad, the screen becomes white or reflective if you're not looking at it head on, and there's almost zero device memory( I downloaded three apps) although you can use an sd card.Typing without Swype is hard because the touchscreen isn't very precise, and you have to download Swype, because I didn't see it already there.The ear buds it came with are unusable.Pros:I like the phones designService is ok.(at&t)It's a full on Android, so you can use the phone as a mobile hotspot, which I was not expecting.It came with a screen protector, wall plug, charger, and ear buds.Battery life is great.All in all pretty good. For the price it's a pretty good phone. I don't use my phone a lot, but mostly for texting and tethering, which this does. The last phone I had was the galaxy s3 which would not hold a charge. This is just aa short term phone for me, but I could probably use it long term with an sd card, since I use my iPod more.This is no galaxy phone, but it gets the job done at an ok price.",0
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black/Orange,5,Excelente,1
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black/Orange,5,"good little phone, great bang for the buck with the Android OS and the analog TV receiver(lol) built in but the rest of the phone worked well for a starter phone",2
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black/Orange,5,Exelen,3
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black/Yellow,5,"good little phone, great bang for the buck with the Android OS and the analog TV receiver(lol) built in but the rest of the phone worked well for a starter phone",0
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black/Yellow,5,Excelente,1
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black/Yellow,5,Great phone for the money! Its short on memory but I added an 8gb SD card for some extra app storage.,2
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - Black/Yellow,5,exelent product,3
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - White/Pink,5,"good little phone, great bang for the buck with the Android OS and the analog TV receiver(lol) built in but the rest of the phone worked well for a starter phone",0
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - White/Pink,5,Excelente,1
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - White/Pink,5,Great phone for the money! Its short on memory but I added an 8gb SD card for some extra app storage.,2
BLU Dash JR TV D141T Unlocked GSM Dual-SIM Android Smartphone - White/Pink,5,exelent product,3
BLU Dash JR W D141w Unlocked GSM Dual-SIM Android Cell Phone - White,5,excelente producto...........,0
BLU Dash JR W D141w Unlocked GSM Dual-SIM Android Cell Phone - White,1,This phone sucks. Can't do anything with it but maybe make a phone call. Not powerful enough to run any apps or surf the net. DO NOT BUY!!!!,1
BLU Dash JR W D141w Unlocked GSM Dual-SIM Android Cell Phone - White,5,excelente,2
BLU Dash JR W D141w Unlocked GSM Dual-SIM Android Cell Phone - White,5,IT is a good phone,3
BLU Dash Jr 3G Unlocked Phone - Retail Packaging - White/Snowy White,1,Phone stopped working within 3 days!!,0
BLU Dash Jr 3G Unlocked Phone - Retail Packaging - White/Snowy White,5,Nice,1
BLU Dash Jr 3G Unlocked Phone - Retail Packaging - White/Snowy White,3,"I recently purchased this phone for my mom, it works OK to do calls and stuff but there is not enough memory and you can't downloadtoo many apps because it slows down the phone, it has not enough memory I gave it 3 stars because the price was reasonableif you are going to use only for calls is fine but not to surf online and stuff.",2
BLU Dash Jr 3G Unlocked Phone - Retail Packaging - White/Snowy White,3,I bought this as a gift for someone in the caribbean. I thought it was bigger,3
BLU Dash L Unlocked Smartphone - Global GSM - Blue,1,Just simply a cheap phone. Not impressed with it at all. Actually returned it because it was such a horrible product.,0
BLU Dash L Unlocked Smartphone - Global GSM - Blue,5,"nice phone, work very Good",1
BLU Dash L Unlocked Smartphone - Global GSM - Blue,5,Pretty good for the price,2
BLU Dash L Unlocked Smartphone - Global GSM - Blue,4,Good,3
BLU Dash L Unlocked Smartphone - Global GSM - Green,5,"nice phone, work very Good",0
BLU Dash L Unlocked Smartphone - Global GSM - Green,5,Very nice too small but for the price it is great.,1
BLU Dash L Unlocked Smartphone - Global GSM - Green,5,very good,2
BLU Dash L Unlocked Smartphone - Global GSM - Green,1,Just simply a cheap phone. Not impressed with it at all. Actually returned it because it was such a horrible product.,3
BLU Dash L Unlocked Smartphone - Global GSM - Pink,5,"nice phone, work very Good",0
BLU Dash L Unlocked Smartphone - Global GSM - Pink,1,"If i could do a zero i would.This phone is NOT compatible with ATT! Even tho I messaged the seller and everything before purchasing.Capacity is not that great, pictures are horrible and battery life is almost nonexistent.Volume is great, and color is cute",1
BLU Dash L Unlocked Smartphone - Global GSM - Pink,5,Pretty good for the price,2
BLU Dash L Unlocked Smartphone - Global GSM - Pink,5,very good,3
BLU Dash L Unlocked Smartphone - Global GSM - White,5,Very nice too small but for the price it is great.,0
BLU Dash L Unlocked Smartphone - Global GSM - White,5,very good,1
BLU Dash L Unlocked Smartphone - Global GSM - White,5,"nice phone, work very Good",2
BLU Dash L Unlocked Smartphone - Global GSM - White,1,Just simply a cheap phone. Not impressed with it at all. Actually returned it because it was such a horrible product.,3
BLU Dash L Unlocked Smartphone - US GSM - Black,5,"nice phone, work very Good",0
BLU Dash L Unlocked Smartphone - US GSM - Black,5,very good,1
BLU Dash L Unlocked Smartphone - US GSM - Black,1,it wouldn't go pass the blu screen. i demand a replacement,2
BLU Dash L Unlocked Smartphone - US GSM - Black,1,"honestly this phone is virtually unusable. I bought it to use while traveling abroad so I could get a foreign SIM card in it, literally the only thing I wanted it for was using data to look things up while I didn't have wifi and it very rarely works. it's so slow, will only charge in a very specific position, dies in like an hour, completely worthless.",3
BLU Dash L Unlocked Smartphone - US GSM - Blue,5,"nice phone, work very Good",0
BLU Dash L Unlocked Smartphone - US GSM - Blue,4,Good,1
BLU Dash L Unlocked Smartphone - US GSM - Blue,1,Just simply a cheap phone. Not impressed with it at all. Actually returned it because it was such a horrible product.,2
BLU Dash L Unlocked Smartphone - US GSM - Blue,5,Bought for my mother. She loves it !,3
BLU Dash L Unlocked Smartphone - US GSM - Pink,5,Very nice too small but for the price it is great.,0
BLU Dash L Unlocked Smartphone - US GSM - Pink,5,"nice phone, work very Good",1
BLU Dash L Unlocked Smartphone - US GSM - Pink,1,"If i could do a zero i would.This phone is NOT compatible with ATT! Even tho I messaged the seller and everything before purchasing.Capacity is not that great, pictures are horrible and battery life is almost nonexistent.Volume is great, and color is cute",2
BLU Dash L Unlocked Smartphone - US GSM - Pink,5,Good,3
BLU Dash L Unlocked Smartphone - US GSM - White,5,I bought this for my granddaughter. She loves it. The pic quality isn't the greatest but for the price it will do. Just buy a SIM card and your ready to go.,0
BLU Dash L Unlocked Smartphone - US GSM - White,5,very good,1
BLU Dash L Unlocked Smartphone - US GSM - White,1,Just simply a cheap phone. Not impressed with it at all. Actually returned it because it was such a horrible product.,2
BLU Dash L Unlocked Smartphone - US GSM - White,5,"nice phone, work very Good",3
"BLU Dash M - 5.0"" Smartphone - Global GSM Unlocked - Black",1,These phones are junk I bought a black one and a white one and neither made it two months one over heated charging and cracked the screen and the white one tonight over heated and the phone can hear it turn on but can't see screen and they won't fix them,0
"BLU Dash M - 5.0"" Smartphone - Global GSM Unlocked - Black",4,Great phone and good price.,1
"BLU Dash M - 5.0"" Smartphone - Global GSM Unlocked - Black",5,excelent,2
"BLU Dash M - 5.0"" Smartphone - Global GSM Unlocked - Black",4,"This phone has a nice display and seems to work fine using wifi. I didn't try it with a sim yet. The only negative is the storage. Its only 2gb of phone memory not 4 as advertised. And most of that is used up for the OS. So after about 600 mb of installing apps, it was already full. Still a nice phone for the price just remember to buy an SD memory card",3
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - Black",4,"This phone has a nice display and seems to work fine using wifi. I didn't try it with a sim yet. The only negative is the storage. Its only 2gb of phone memory not 4 as advertised. And most of that is used up for the OS. So after about 600 mb of installing apps, it was already full. Still a nice phone for the price just remember to buy an SD memory card",0
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - Black",5,excelent,1
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - Black",4,Great phone and good price.,2
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - Black",1,These phones are junk I bought a black one and a white one and neither made it two months one over heated charging and cracked the screen and the white one tonight over heated and the phone can hear it turn on but can't see screen and they won't fix them,3
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - Gold",4,"This phone has a nice display and seems to work fine using wifi. I didn't try it with a sim yet. The only negative is the storage. Its only 2gb of phone memory not 4 as advertised. And most of that is used up for the OS. So after about 600 mb of installing apps, it was already full. Still a nice phone for the price just remember to buy an SD memory card",0
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - Gold",5,excelent,1
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - Gold",1,These phones are junk I bought a black one and a white one and neither made it two months one over heated charging and cracked the screen and the white one tonight over heated and the phone can hear it turn on but can't see screen and they won't fix them,2
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - Gold",4,Great phone and good price.,3
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - White",1,These phones are junk I bought a black one and a white one and neither made it two months one over heated charging and cracked the screen and the white one tonight over heated and the phone can hear it turn on but can't see screen and they won't fix them,0
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - White",5,excelent,1
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - White",4,"This phone has a nice display and seems to work fine using wifi. I didn't try it with a sim yet. The only negative is the storage. Its only 2gb of phone memory not 4 as advertised. And most of that is used up for the OS. So after about 600 mb of installing apps, it was already full. Still a nice phone for the price just remember to buy an SD memory card",2
"BLU Dash M - 5.0"" Smartphone - US GSM Unlocked - White",5,is good phone,3
BLU Dash Music JR D390 Unlocked GSM Dual-SIM Android Smartphone - Black/Yellow,1,I don't like .Because so poor quality.,0
BLU Dash Music JR D390 Unlocked GSM Dual-SIM Android Smartphone - Black/Yellow,5,Excellent,1
BLU Dash Music JR D390 Unlocked GSM Dual-SIM Android Smartphone - Black/Yellow,5,great phone,2
BLU Dash Music JR D390 Unlocked GSM Dual-SIM Android Smartphone - Black/Yellow,4,"Excellent choice, good equipment, we recommend purchase.",3
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - Global GMS -Gold",1,"This phone is awful, it's super slow restarts itself daily and the battery dies way to fast even when I'm not using it",0
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - Global GMS -Gold",5,Excellent,1
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - Global GMS -Gold",4,Its a good phone for the price,2
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - Global GMS -Gold",3,"Bought it for the camera that they claimed to be so good. Was so disappointed, poor quality camera. As well as the charger is already ""shorting"" a little over 2 weeks.",3
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS - Black",4,Its a good phone for the price,0
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS - Black",1,"This phone is awful, it's super slow restarts itself daily and the battery dies way to fast even when I'm not using it",1
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS - Black",1,"blurry pictures, it's an 8pixel but the pictures, The setting features options are fewer, and it has a lower storage capacity. I prefer the BLU Dash to Blu Dsh X Plus.",2
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS - Black",5,Excellent,3
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Gold",1,"Another terrible, non responsive screen from Blu. I have had several of their phones over the years, and this is one of the worst. Very pixelated, washed out screen, that finds no redemption in it's needing several taps on things to register, whacky scrolling, and sometimes you'll end up clicking on something else entirely. Cheap all around, and even it's lightly modified UI is buggy! I wanted to like this because of the snazzy color that set it apart, but I have to warn potential customers -- don't do it! I can recommend their Blu R1 HD (excellent screen, slim, great price) and Blu Energy X Plus (outstanding battery endurance, better UI and build).",0
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Gold",1,"This phone is awful, it's super slow restarts itself daily and the battery dies way to fast even when I'm not using it",1
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Gold",5,Excellent,2
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Gold",4,Its a good phone for the price,3
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Green",5,Excellent,0
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Green",1,"This phone is awful, it's super slow restarts itself daily and the battery dies way to fast even when I'm not using it",1
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Green",4,Its a good phone for the price,2
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Green",3,"Bought it for the camera that they claimed to be so good. Was so disappointed, poor quality camera. As well as the charger is already ""shorting"" a little over 2 weeks.",3
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Pink",1,"Another terrible, non responsive screen from Blu. I have had several of their phones over the years, and this is one of the worst. Very pixelated, washed out screen, that finds no redemption in it's needing several taps on things to register, whacky scrolling, and sometimes you'll end up clicking on something else entirely. Cheap all around, and even it's lightly modified UI is buggy! I wanted to like this because of the snazzy color that set it apart, but I have to warn potential customers -- don't do it! I can recommend their Blu R1 HD (excellent screen, slim, great price) and Blu Energy X Plus (outstanding battery endurance, better UI and build).",0
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Pink",5,Excellent,1
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Pink",1,"This phone is awful, it's super slow restarts itself daily and the battery dies way to fast even when I'm not using it",2
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Pink",4,Its a good phone for the price,3
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -White",4,"Like the phone very much. Work well.Unfortunately, the screen cracked a few days ago.I had the phone in my pocket and was partially climbing into my car to retrieve something. I did not actually sit all the waydown because I felt the phone in my pocket and was worried about damaging it. But to my surprise, the screen cracked all theway across. Please let me know if there is a chance that Blu will warranty the screen.",0
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -White",5,Excellent,1
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -White",1,"This phone is awful, it's super slow restarts itself daily and the battery dies way to fast even when I'm not using it",2
"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -White",4,Its a good phone for the price,3
BLU Dash X Smartphone - Global GSM Unlocked - Black,4,Really good phone,0
BLU Dash X Smartphone - Global GSM Unlocked - Black,5,excelente,1
BLU Dash X Smartphone - Global GSM Unlocked - Black,4,"It's a nice phone. Websites load fast, screen is very nice and clear. It had some glitchy issues, screen would lock up and randomly flicker. I'd have to pull the battery to reset it. Then I uninstalled and disabled all my google apps and now it runs like a dream. Makes it a little harder to get apps, so 4 stars instead of 5. Overall I'm really happy with my phone. Just need to find a case. Oh yeah and you have to fully charge and discharge the battery like 5 times before it'll hold a decent charge. Now it lasts 3 days if I don't watch you tube videos all day.",2
BLU Dash X Smartphone - Global GSM Unlocked - Black,1,"At first the phone worked great but by day 38 (just passed its return eligibility) the screen will no longer turn on. I've never had an issue like this with any other smartphone. I managed to get the screen on for a few minutes to do a factor reset, but afterward it started doing the same thing again.",3
BLU Dash X Smartphone - Global GSM Unlocked - White,4,"It's a nice phone. Websites load fast, screen is very nice and clear. It had some glitchy issues, screen would lock up and randomly flicker. I'd have to pull the battery to reset it. Then I uninstalled and disabled all my google apps and now it runs like a dream. Makes it a little harder to get apps, so 4 stars instead of 5. Overall I'm really happy with my phone. Just need to find a case. Oh yeah and you have to fully charge and discharge the battery like 5 times before it'll hold a decent charge. Now it lasts 3 days if I don't watch you tube videos all day.",0
BLU Dash X Smartphone - Global GSM Unlocked - White,5,Great phone for the price.,1
BLU Dash X Smartphone - Global GSM Unlocked - White,5,excelente,2
BLU Dash X Smartphone - Global GSM Unlocked - White,1,lasted 5 months before the screen died,3
BLU Dash X Smartphone - US GSM Unlocked - White,1,"I would not recommend buying this phone. Don't get me wrong the screen size and the features are all great. It rivals the $300+ smartphones. The dual sim card feature is easy to set up, you shouldn't need any help with it. However, 30 days after purchasing this phone it stopped working...kinda. the phone randomly shut off one day and no matter what I did, taking the battery out, switching wall outlets, using the usb to computer instead of wall outlet it refused to charge. After about 10 hours just keeping it plugged into the wall it finally started to charge, but then it did the same thing. I have never dropped it and it has never been wet. I've been trying to get a hold of blu to talk to them about either giving me my money back or simply replacing or fixing the phone. No luck so far. Buy at your own risk.",0
BLU Dash X Smartphone - US GSM Unlocked - White,1,"At first the phone worked great but by day 38 (just passed its return eligibility) the screen will no longer turn on. I've never had an issue like this with any other smartphone. I managed to get the screen on for a few minutes to do a factor reset, but afterward it started doing the same thing again.",1
BLU Dash X Smartphone - US GSM Unlocked - White,5,excelente,2
BLU Dash X Smartphone - US GSM Unlocked - White,4,Really good phone,3
BLU Diva Flex - Flip phone - unlocked Dual Sim - Black,4,No conecta bien .Agarra pobre señal.,0
BLU Diva Flex - Flip phone - unlocked Dual Sim - Black,5,Very nice phone for the price,1
BLU Diva Flex - Flip phone - unlocked Dual Sim - Black,1,"Did not like the absence of options with this phone. Died on me just under a month, possibly the charger was defective. Took a refund.",2
BLU Diva Flex - Flip phone - unlocked Dual Sim - Black,4,I bought it for my daughter it is very good,3
BLU Diva Flex - Flip phone - unlocked Dual Sim - Gold,1,"Did not like the absence of options with this phone. Died on me just under a month, possibly the charger was defective. Took a refund.",0
BLU Diva Flex - Flip phone - unlocked Dual Sim - Gold,4,I bought it for my daughter it is very good,1
BLU Diva Flex - Flip phone - unlocked Dual Sim - Gold,5,Very nice phone for the price,2
BLU Diva Flex - Flip phone - unlocked Dual Sim - Gold,4,No conecta bien .Agarra pobre señal.,3
BLU Diva Flex - Flip phone - unlocked Dual Sim - Pink,1,"My Mother is 80 years old and I purchased this item as it was to be unlocked and compatible with ATT. It comes with virtually no manual. The charger is something that will break easily as time goes on. Once I inserted the SIM card I could not get the phone to NOT say emergency only. It would not pick up the network at all. I searched and searched for details on this phone so that I could trouble shoot the issues and I could not find any sort of tutorial on this phone. The quality of the phone is that of a 23.00 phone...cheap. I have a computer background and have had numerous smart phones, basic phones and so on. I am pretty knowledgeable when it comes to troubleshooting anything technical. My sound advice is do not purchase this phone. If you do, please remember that old saying...you get what you pay for.",0
BLU Diva Flex - Flip phone - unlocked Dual Sim - Pink,5,Very good,1
BLU Diva Flex - Flip phone - unlocked Dual Sim - Pink,5,Very nice phone for the price,2
BLU Diva Flex - Flip phone - unlocked Dual Sim - Pink,2,Very bad quality,3
BLU Diva Flex - Flip phone - unlocked Dual Sim - Silver,5,Very nice phone for the price,0
BLU Diva Flex - Flip phone - unlocked Dual Sim - Silver,4,I bought it for my daughter it is very good,1
BLU Diva Flex - Flip phone - unlocked Dual Sim - Silver,1,It has been the worst phone I've ever bought couldn't even use it. In the drawer collecting dust.,2
BLU Diva Flex - Flip phone - unlocked Dual Sim - Silver,1,"Did not like the absence of options with this phone. Died on me just under a month, possibly the charger was defective. Took a refund.",3
BLU Diva Flex - Flip phone - unlocked Dual Sim - White,1,It's all ready in the garbage. My fault shoulda done some research first>,0
BLU Diva Flex - Flip phone - unlocked Dual Sim - White,5,Very nice phone for the price,1
BLU Diva Flex - Flip phone - unlocked Dual Sim - White,4,No conecta bien .Agarra pobre señal.,2
BLU Diva Flex - Flip phone - unlocked Dual Sim - White,4,I bought it for my daughter it is very good,3
BLU Diva Flex 2.4 - Flip phone - unlocked Dual Sim - Gold,2,ringing is too low and the silent vibration is too soft,0
BLU Diva Flex 2.4 - Flip phone - unlocked Dual Sim - Gold,2,"It worked fine for about a week. It just stopped working and I don't know what to do about it. I bought this phone for my husband, who is one Hospice, because he has trouble using a smart phone. Now he's back struggling with it.",1
BLU Diva Flex 2.4 - Flip phone - unlocked Dual Sim - Gold,5,"I like it, I use it for my parents they don't now how to use the modern phone so this one are perfect",2
BLU Diva Flex 2.4 - Flip phone - unlocked Dual Sim - Gold,5,very good,3
BLU Diva Flex 2.4 - Flip phone - unlocked Dual Sim - Silver,2,I followed the limited instructions and could not get the phone to work on AT&T.,0
BLU Diva Flex 2.4 - Flip phone - unlocked Dual Sim - Silver,5,very good,1
BLU Diva Flex 2.4 - Flip phone - unlocked Dual Sim - Silver,5,"I like it, I use it for my parents they don't now how to use the modern phone so this one are perfect",2
